signature_name,classification,source_type,source_id,risk,redacted_to_safe_routing,reason,recommended_action,files_present,htm_path,source_file
Mercury CRM Email Template 72 - Email Verification (Sent to Contact After Registration),useful-after-polish,crm-email-template,72,routine-safe,False,CRM email template may contain useful customer-service wording but requires shortening/polish before use.,Polish into short client-specific reply before sending.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 72 - Email Verification (Sent to Contact After Registration).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 73 - New Customer Profile File(s) Uploaded (Sent to Staff),archive/do-not-use,crm-email-template,73,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 73 - New Customer Profile File(s) Uploaded (Sent to Staff).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 74 - Event Notification (Calendar),archive/do-not-use,crm-email-template,74,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 74 - Event Notification (Calendar).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 75 - Credit Card Authorization Required - SCA,useful-after-polish,crm-email-template,75,routine-safe,False,CRM email template may contain useful customer-service wording but requires shortening/polish before use.,Polish into short client-specific reply before sending.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 75 - Credit Card Authorization Required - SCA.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 76 - Invoice Due Notice,archive/do-not-use,crm-email-template,76,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 76 - Invoice Due Notice.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 77 - Estimate Request Submitted (Sent to Staff),archive/do-not-use,crm-email-template,77,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 77 - Estimate Request Submitted (Sent to Staff).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 78 - Estimate Request Assigned (Sent to Staff),archive/do-not-use,crm-email-template,78,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 78 - Estimate Request Assigned (Sent to Staff).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 785 - Forgot Password french,archive/do-not-use,crm-email-template,785,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 785 - Forgot Password french.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 787 - Set New Password french,archive/do-not-use,crm-email-template,787,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 787 - Set New Password french.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 788 - Forgot Password french,archive/do-not-use,crm-email-template,788,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 788 - Forgot Password french.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 79 - Estimate Request Received (Sent to User),archive/do-not-use,crm-email-template,79,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 79 - Estimate Request Received (Sent to User).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 8 - Invoice Already Sent to Customer,archive/do-not-use,crm-email-template,8,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 8 - Invoice Already Sent to Customer.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 80 - Non-billed tasks reminder (sent to selected staff members),archive/do-not-use,crm-email-template,80,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 80 - Non-billed tasks reminder (sent to selected staff members).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 81 - Invoices Payments Recorded in Batch (Sent to Customer),archive/do-not-use,crm-email-template,81,restricted-safe-routing,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 81 - Invoices Payments Recorded in Batch (Sent to Customer).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 82 - Contract Sign Reminder (Sent to Customer),archive/do-not-use,crm-email-template,82,restricted-safe-routing,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 82 - Contract Sign Reminder (Sent to Customer).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 878 - Forgot Password german,archive/do-not-use,crm-email-template,878,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 878 - Forgot Password german.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 880 - Set New Password german,archive/do-not-use,crm-email-template,880,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 880 - Set New Password german.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 881 - Forgot Password german,archive/do-not-use,crm-email-template,881,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 881 - Forgot Password german.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 9 - New Ticket Created (Opened by Customer Sent to Staff Members),archive/do-not-use,crm-email-template,9,routine-safe,False,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 9 - New Ticket Created (Opened by Customer Sent to Staff Members).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 971 - Forgot Password greek,archive/do-not-use,crm-email-template,971,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 971 - Forgot Password greek.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 973 - Set New Password greek,archive/do-not-use,crm-email-template,973,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 973 - Set New Password greek.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Email Template 974 - Forgot Password greek,archive/do-not-use,crm-email-template,974,restricted-redacted-safe-routing,True,Old CRM automated/system event template or credential/reset workflow; not a hand-reply signature.,Do not use for client replies; replace with Mercury safe reply pack when needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Email Template 974 - Forgot Password greek.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 1 - Please Complete your Profile Information,restricted-routing-only,crm-sql-predefined-reply,1,restricted-safe-routing,False,Legacy CRM predefined reply touches restricted topics; use only safe routing/escalation posture.,Prefer Aurora-safe restricted replies IDs 126-128/135-136 as applicable.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 1 - Please Complete your Profile Information.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 10 - Why your project summary is important and what should it contain,restricted-routing-only,crm-sql-predefined-reply,10,restricted-redacted-safe-routing,True,Legacy CRM predefined reply touches restricted topics; use only safe routing/escalation posture.,Prefer Aurora-safe restricted replies IDs 126-128/135-136 as applicable.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 10 - Why your project summary is important and what should it contain.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 11 - Please upload a transaction summary,restricted-routing-only,crm-sql-predefined-reply,11,restricted-redacted-safe-routing,True,Legacy CRM predefined reply touches restricted topics; use only safe routing/escalation posture.,Prefer Aurora-safe restricted replies IDs 126-128/135-136 as applicable.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 11 - Please upload a transaction summary.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 12 - Each Client Should Have their Own Registration,restricted-routing-only,crm-sql-predefined-reply,12,restricted-redacted-safe-routing,True,Legacy CRM predefined reply touches restricted topics; use only safe routing/escalation posture.,Prefer Aurora-safe restricted replies IDs 126-128/135-136 as applicable.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 12 - Each Client Should Have their Own Registration.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 13 - Predefined replies,useful-after-polish,crm-sql-predefined-reply,13,routine-safe,False,Legacy CRM predefined reply; useful substance but should be checked against current safe pack before reuse.,Polish and personalize; save strong revision as candidate if needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 13 - Predefined replies.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 14 - Outgoing Wire Transfers Virtual Debit Cards,restricted-routing-only,crm-sql-predefined-reply,14,restricted-redacted-safe-routing,True,Legacy CRM predefined reply touches restricted topics; use only safe routing/escalation posture.,Prefer Aurora-safe restricted replies IDs 126-128/135-136 as applicable.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 14 - Outgoing Wire Transfers Virtual Debit Cards.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 15 - Aged Shelf Corporations,restricted-routing-only,crm-sql-predefined-reply,15,restricted-redacted-safe-routing,True,Legacy CRM predefined reply touches restricted topics; use only safe routing/escalation posture.,Prefer Aurora-safe restricted replies IDs 126-128/135-136 as applicable.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 15 - Aged Shelf Corporations.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 16 - Incoming Wire Transfer Advisory,restricted-routing-only,crm-sql-predefined-reply,16,restricted-redacted-safe-routing,True,Legacy CRM predefined reply touches restricted topics; use only safe routing/escalation posture.,Prefer Aurora-safe restricted replies IDs 126-128/135-136 as applicable.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 16 - Incoming Wire Transfer Advisory.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 17 - ASSET PROTECTION AND WIRE INSTRUCTION ADVISORY,restricted-routing-only,crm-sql-predefined-reply,17,restricted-redacted-safe-routing,True,Legacy CRM predefined reply touches restricted topics; use only safe routing/escalation posture.,Prefer Aurora-safe restricted replies IDs 126-128/135-136 as applicable.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 17 - ASSET PROTECTION AND WIRE INSTRUCTION ADVISORY.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 18 - Maximizing The Minimum Account Deposit,restricted-routing-only,crm-sql-predefined-reply,18,restricted-redacted-safe-routing,True,Legacy CRM predefined reply touches restricted topics; use only safe routing/escalation posture.,Prefer Aurora-safe restricted replies IDs 126-128/135-136 as applicable.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 18 - Maximizing The Minimum Account Deposit.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 19 - Correct Location of Uploads,restricted-routing-only,crm-sql-predefined-reply,19,restricted-redacted-safe-routing,True,Legacy CRM predefined reply touches restricted topics; use only safe routing/escalation posture.,Prefer Aurora-safe restricted replies IDs 126-128/135-136 as applicable.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 19 - Correct Location of Uploads.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 2 - Using Projects for Transaction Completion,useful-after-polish,crm-sql-predefined-reply,2,routine-safe,False,Legacy CRM predefined reply; useful substance but should be checked against current safe pack before reuse.,Polish and personalize; save strong revision as candidate if needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 2 - Using Projects for Transaction Completion.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 20 - Global Referral Program,restricted-routing-only,crm-sql-predefined-reply,20,restricted-redacted-safe-routing,True,Legacy CRM predefined reply touches restricted topics; use only safe routing/escalation posture.,Prefer Aurora-safe restricted replies IDs 126-128/135-136 as applicable.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 20 - Global Referral Program.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 21 - Why is a Project Summary Important,restricted-routing-only,crm-sql-predefined-reply,21,restricted-redacted-safe-routing,True,Legacy CRM predefined reply touches restricted topics; use only safe routing/escalation posture.,Prefer Aurora-safe restricted replies IDs 126-128/135-136 as applicable.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 21 - Why is a Project Summary Important.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 22 - Wiring Coordinates Dubai,restricted-routing-only,crm-sql-predefined-reply,22,restricted-redacted-safe-routing,True,Legacy CRM predefined reply touches restricted topics; use only safe routing/escalation posture.,Prefer Aurora-safe restricted replies IDs 126-128/135-136 as applicable.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 22 - Wiring Coordinates Dubai.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 23 - Troubleshooting Verification Email Not Received,restricted-routing-only,crm-sql-predefined-reply,23,restricted-redacted-safe-routing,True,Legacy CRM predefined reply touches restricted topics; use only safe routing/escalation posture.,Prefer Aurora-safe restricted replies IDs 126-128/135-136 as applicable.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 23 - Troubleshooting Verification Email Not Received.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 25 - Required Documentation Package for KYC,restricted-routing-only,crm-sql-predefined-reply,25,restricted-redacted-safe-routing,True,Legacy CRM predefined reply touches restricted topics; use only safe routing/escalation posture.,Prefer Aurora-safe restricted replies IDs 126-128/135-136 as applicable.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 25 - Required Documentation Package for KYC.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 26 - Bank Instrument Smart Plan Agreement Options Specifications,restricted-routing-only,crm-sql-predefined-reply,26,restricted-redacted-safe-routing,True,Legacy CRM predefined reply touches restricted topics; use only safe routing/escalation posture.,Prefer Aurora-safe restricted replies IDs 126-128/135-136 as applicable.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 26 - Bank Instrument Smart Plan Agreement Options Specifications.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 27 - Asset Monetization Procedures,restricted-routing-only,crm-sql-predefined-reply,27,restricted-redacted-safe-routing,True,Legacy CRM predefined reply touches restricted topics; use only safe routing/escalation posture.,Prefer Aurora-safe restricted replies IDs 126-128/135-136 as applicable.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 27 - Asset Monetization Procedures.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 28 - Verification of Funds Assets Credit for Swift and Documentary Credits,restricted-routing-only,crm-sql-predefined-reply,28,restricted-redacted-safe-routing,True,Legacy CRM predefined reply touches restricted topics; use only safe routing/escalation posture.,Prefer Aurora-safe restricted replies IDs 126-128/135-136 as applicable.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 28 - Verification of Funds Assets Credit for Swift and Documentary Credits.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 29 - Commissions Confirmation of Principal,restricted-routing-only,crm-sql-predefined-reply,29,restricted-redacted-safe-routing,True,Legacy CRM predefined reply touches restricted topics; use only safe routing/escalation posture.,Prefer Aurora-safe restricted replies IDs 126-128/135-136 as applicable.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 29 - Commissions Confirmation of Principal.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 3 - The Importance of Opening a Support Ticket,useful-after-polish,crm-sql-predefined-reply,3,routine-safe,False,Legacy CRM predefined reply; useful substance but should be checked against current safe pack before reuse.,Polish and personalize; save strong revision as candidate if needed.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 3 - The Importance of Opening a Support Ticket.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 30 - Administrative Fees for Account Holders,restricted-routing-only,crm-sql-predefined-reply,30,restricted-redacted-safe-routing,True,Legacy CRM predefined reply touches restricted topics; use only safe routing/escalation posture.,Prefer Aurora-safe restricted replies IDs 126-128/135-136 as applicable.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 30 - Administrative Fees for Account Holders.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 31 - Pre-Advice Request Protocol,restricted-routing-only,crm-sql-predefined-reply,31,restricted-redacted-safe-routing,True,Legacy CRM predefined reply touches restricted topics; use only safe routing/escalation posture.,Prefer Aurora-safe restricted replies IDs 126-128/135-136 as applicable.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 31 - Pre-Advice Request Protocol.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 32 - Swift Document Delivery,restricted-routing-only,crm-sql-predefined-reply,32,restricted-redacted-safe-routing,True,Legacy CRM predefined reply touches restricted topics; use only safe routing/escalation posture.,Prefer Aurora-safe restricted replies IDs 126-128/135-136 as applicable.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 32 - Swift Document Delivery.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 33 - GLOBAL MASTER SECURITY AGREEMENT (G.M.S.L.A.),restricted-routing-only,crm-sql-predefined-reply,33,restricted-redacted-safe-routing,True,Legacy CRM predefined reply touches restricted topics; use only safe routing/escalation posture.,Prefer Aurora-safe restricted replies IDs 126-128/135-136 as applicable.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 33 - GLOBAL MASTER SECURITY AGREEMENT (G.M.S.L.A.).htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 34 - Understanding Consideration in Contract Law,restricted-routing-only,crm-sql-predefined-reply,34,restricted-safe-routing,False,Legacy CRM predefined reply touches restricted topics; use only safe routing/escalation posture.,Prefer Aurora-safe restricted replies IDs 126-128/135-136 as applicable.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 34 - Understanding Consideration in Contract Law.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 35 - Complete Your KYC to Begin Your Transaction,restricted-routing-only,crm-sql-predefined-reply,35,restricted-redacted-safe-routing,True,Legacy CRM predefined reply touches restricted topics; use only safe routing/escalation posture.,Prefer Aurora-safe restricted replies IDs 126-128/135-136 as applicable.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 35 - Complete Your KYC to Begin Your Transaction.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 36 - Outgoing Transfer Rejection,restricted-routing-only,crm-sql-predefined-reply,36,restricted-redacted-safe-routing,True,Legacy CRM predefined reply touches restricted topics; use only safe routing/escalation posture.,Prefer Aurora-safe restricted replies IDs 126-128/135-136 as applicable.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 36 - Outgoing Transfer Rejection.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 37 - Job Interview,restricted-routing-only,crm-sql-predefined-reply,37,restricted-redacted-safe-routing,True,Legacy CRM predefined reply touches restricted topics; use only safe routing/escalation posture.,Prefer Aurora-safe restricted replies IDs 126-128/135-136 as applicable.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 37 - Job Interview.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 38 - Job Interview Schedule Instructions,restricted-routing-only,crm-sql-predefined-reply,38,restricted-redacted-safe-routing,True,Legacy CRM predefined reply touches restricted topics; use only safe routing/escalation posture.,Prefer Aurora-safe restricted replies IDs 126-128/135-136 as applicable.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 38 - Job Interview Schedule Instructions.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 39 - Appointment Confirmation for Transaction Meetings,restricted-routing-only,crm-sql-predefined-reply,39,restricted-redacted-safe-routing,True,Legacy CRM predefined reply touches restricted topics; use only safe routing/escalation posture.,Prefer Aurora-safe restricted replies IDs 126-128/135-136 as applicable.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 39 - Appointment Confirmation for Transaction Meetings.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
Mercury CRM Reply 4 - Opening the ticket on the correct portal,restricted-routing-only,crm-sql-predefined-reply,4,restricted-redacted-safe-routing,True,Legacy CRM predefined reply touches restricted topics; use only safe routing/escalation posture.,Prefer Aurora-safe restricted replies IDs 126-128/135-136 as applicable.,.htm; .txt; .rtf,C:\Users\uscap\AppData\Roaming\Microsoft\Signatures\Mercury CRM Reply 4 - Opening the ticket on the correct portal.htm,D:\GithubRepos\uscapitalprivatebank-site\crm\sitebackup\source_artifacts\CRM.sql
